Volcano Number,Volcano Name,Country,Volcanic Region,Volcanic Province,Volcano Landform,Primary Volcano Type,Activity Evidence,Last Known Eruption,Latitude,Longitude,Elevation (m),Dominant Rock Type,Tectonic Setting
232800,Bijar Volcanic Field,Iran,Arabia-Central Asia Volcanic Regions,Caucasus Volcanic Province,Cluster,Volcanic field,,,35.583,47.8,0,,Intraplate / Continental crust (>25 km)
232801,Sultan,Pakistan,Arabia-Central Asia Volcanic Regions,Central Asia Volcanic Province,Cluster,Volcanic field,,,29.1,62.8,2333,,Intraplate / Continental crust (>25 km)
232803,Kuh-e Ayyub Ansar,Iran,Arabia-Central Asia Volcanic Regions,Caucasus Volcanic Province,Minor,Lava dome,,,36.321,47.25,2506,,Intraplate / Continental crust (>25 km)
232806,Gandom Beryan,Iran,Arabia-Central Asia Volcanic Regions,Central Asia Volcanic Province,Unknown,Unknown,,,31.343,57.517,500,,Intraplate / Continental crust (>25 km)
232807,Dehaj-Meduk,Iran,Arabia-Central Asia Volcanic Regions,Central Asia Volcanic Province,Cluster,Volcanic field,,,30.33,55.5,0,,Intraplate / Continental crust (>25 km)
232808,Shahsavaran,Iran,Arabia-Central Asia Volcanic Regions,Central Asia Volcanic Province,Cluster,Volcanic field,,,28.152,59.281,0,,Intraplate / Continental crust (>25 km)
232809,Zardolou Group,Afghanistan,Arabia-Central Asia Volcanic Regions,Central Asia Volcanic Province,Minor,Lava dome(s),,,33.25,67.92,3000,,Intraplate / Continental crust (>25 km)
232810,Loman Volcano Group,Afghanistan,Arabia-Central Asia Volcanic Regions,Central Asia Volcanic Province,Minor,Lava dome(s),,,33.33,67.85,4559,,Intraplate / Continental crust (>25 km)
232812,East Neh,Iran,Arabia-Central Asia Volcanic Regions,Central Asia Volcanic Province,Unknown,Unknown,,,31.333,60.126,0,,
233800,Moheli Island,Comoros,Somalian-Antarctic Volcanic Regions,Comoros Hotspot Volcano Group,Shield,Shield,,,-12.3,43.72,790,,Intraplate / Oceanic crust (< 15 km)
233801,Anjouan Island,Comoros,Somalian-Antarctic Volcanic Regions,Comoros Hotspot Volcano Group,Shield,Shield,,,-12.2,44.45,1595,,Intraplate / Oceanic crust (< 15 km)
233802,"Neiges, Piton des",France,Somalian-Antarctic Volcanic Regions,Reunion Hotspot Volcano Group,Shield,Shield,,,-21.08,55.48,3070,,Intraplate / Oceanic crust (< 15 km)
233803,Mauritius,Mauritius,Somalian-Antarctic Volcanic Regions,Reunion Hotspot Volcano Group,Shield,Shield,,,-20.32,57.65,826,,Intraplate / Oceanic crust (< 15 km)
233804,Rodriguez Island,Mauritius,Somalian-Antarctic Volcanic Regions,Rodriguez Fracture Zone Volcano Group,Shield,Shield,,,-19.7,63.42,396,,Intraplate / Oceanic crust (< 15 km)
241011,Puhipuhi-Whangarei,New Zealand,Tonga-Kermadec Volcanic Regions,Northland Volcanic Province,Cluster,Volcanic field,,,-35.75,174.27,397,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km)
241060,Reporoa,New Zealand,Tonga-Kermadec Volcanic Regions,Taupo Volcanic Zone,Caldera,Caldera,,,-38.42,176.33,592,Rhyolite,Subduction zone / Continental crust (>25 km)
241061,Maroa,New Zealand,Tonga-Kermadec Volcanic Regions,Taupo Volcanic Zone,Caldera,Caldera(s),,,-38.42,176.08,897,Rhyolite,Subduction zone / Continental crust (>25 km)
241129,Rumble II East,New Zealand,Tonga-Kermadec Volcanic Regions,Southern Kermadec Volcanic Arc,Composite,Stratovolcano,,,-35.418,178.652,-1150,,
241133,Thompson,New Zealand,Tonga-Kermadec Volcanic Regions,Southern Kermadec Volcanic Arc,Composite,Stratovolcano,,,-35.285,178.863,-1250,,
241134,Silent II West,New Zealand,Tonga-Kermadec Volcanic Regions,Southern Kermadec Volcanic Arc,Composite,Stratovolcano,,,-35.169,178.902,-780,,
241135,Silent II East,New Zealand,Tonga-Kermadec Volcanic Regions,Southern Kermadec Volcanic Arc,Composite,Stratovolcano,,,-35.21,178.978,-1250,,
241141,Yokosuka,New Zealand,Tonga-Kermadec Volcanic Regions,Southern Kermadec Volcanic Arc,Composite,Stratovolcano,,,-34.709,178.545,-1060,,
241142,Rapuhia,New Zealand,Tonga-Kermadec Volcanic Regions,Southern Kermadec Volcanic Arc,Composite,Stratovolcano,,,-34.776,178.505,-650,,Subduction zone / Oceanic crust (< 15 km)
241143,Giljanes,New Zealand,Tonga-Kermadec Volcanic Regions,Southern Kermadec Volcanic Arc,Composite,Stratovolcano,,,-34.775,178.579,-700,,
241151,Kibblewhite,New Zealand,Tonga-Kermadec Volcanic Regions,Southern Kermadec Volcanic Arc,Composite,Stratovolcano,,,-34.576,179.262,-1000,,Subduction zone / Oceanic crust (< 15 km)
241200,Sonne,New Zealand,Tonga-Kermadec Volcanic Regions,Middle Kermadec Volcanic Arc,Composite,Stratovolcano,,,-34.077,179.576,-995,,
241201,Ngatoroirangi,New Zealand,Tonga-Kermadec Volcanic Regions,Middle Kermadec Volcanic Arc,Composite,Stratovolcano,,,-33.729,179.827,-340,,
241202,Cole,New Zealand,Tonga-Kermadec Volcanic Regions,Middle Kermadec Volcanic Arc,Composite,Stratovolcano,,,-33.411,179.953,-2400,,
241203,Kuiwai,New Zealand,Tonga-Kermadec Volcanic Regions,Middle Kermadec Volcanic Arc,Composite,Stratovolcano,,,-33.159,-179.957,-560,,
241204,Haungaroa,New Zealand,Tonga-Kermadec Volcanic Regions,Middle Kermadec Volcanic Arc,Composite,Stratovolcano,,,-32.617,-179.624,-660,,
241205,Oliver-Speight,New Zealand,Tonga-Kermadec Volcanic Regions,Middle Kermadec Volcanic Arc,Composite,Complex,,,-32.388,-179.591,-1840,,
241800,Hautere,New Zealand,Southern Pacific Volcanic Regions,Macquarie Ridge Volcano Group,Composite,Stratovolcano,,,-46.572,166.898,275,,Subduction zone / Continental crust (>25 km)
241802,South Auckland,New Zealand,Tonga-Kermadec Volcanic Regions,Northland Volcanic Province,Cluster,Shield(s),,,-37.37,174.92,314,,Intraplate / Continental crust (>25 km)
241803,Mokohinau Islands,New Zealand,Tonga-Kermadec Volcanic Regions,Northland Volcanic Province,Cluster,Volcanic field,,,-35.925,175.125,134,,Subduction zone / Continental crust (>25 km)
241804,Little Barrier,New Zealand,Tonga-Kermadec Volcanic Regions,Northland Volcanic Province,Composite,Stratovolcano,,,-36.197,175.078,711,,Subduction zone / Continental crust (>25 km)
241807,South Coromandel Peninsula,New Zealand,Tonga-Kermadec Volcanic Regions,Northland Volcanic Province,Cluster,Volcanic field,,,-37.25,175.78,795,,Subduction zone / Continental crust (>25 km)
241809,Karioi,New Zealand,Tonga-Kermadec Volcanic Regions,Northland Volcanic Province,Composite,Stratovolcano,,,-37.865,174.802,748,,Subduction zone / Continental crust (>25 km)
241810,Pirongia,New Zealand,Tonga-Kermadec Volcanic Regions,Northland Volcanic Province,Composite,Stratovolcano,,,-37.993,175.098,956,,Subduction zone / Continental crust (>25 km)
241811,Kakepuku,New Zealand,Tonga-Kermadec Volcanic Regions,Northland Volcanic Province,Minor,Lava cone(s),,,-38.066,175.25,447,,Subduction zone / Continental crust (>25 km)
241812,Kaitake,New Zealand,Tonga-Kermadec Volcanic Regions,Taupo Volcanic Zone,Composite,Stratovolcano,,,-39.17,173.97,684,,Subduction zone / Continental crust (>25 km)
241813,Pouakai,New Zealand,Tonga-Kermadec Volcanic Regions,Taupo Volcanic Zone,Composite,Stratovolcano,,,-39.23,174.02,1399,,Subduction zone / Continental crust (>25 km)
241815,Moutohora Island,New Zealand,Tonga-Kermadec Volcanic Regions,Taupo Volcanic Zone,Composite,Complex,,,-37.855,176.974,352,,Subduction zone / Continental crust (>25 km)
241816,Rotorua,New Zealand,Tonga-Kermadec Volcanic Regions,Taupo Volcanic Zone,Caldera,Caldera,,,-38.08,176.27,757,,Subduction zone / Continental crust (>25 km)
241817,Kapenga,New Zealand,Tonga-Kermadec Volcanic Regions,Taupo Volcanic Zone,Caldera,Caldera(s),,,-38.27,176.27,840,,Subduction zone / Continental crust (>25 km)
241818,Mangakino,New Zealand,Tonga-Kermadec Volcanic Regions,Taupo Volcanic Zone,Caldera,Caldera,,,-38.35,175.75,1165,,Subduction zone / Continental crust (>25 km)
241819,Northern Tongariro Group,New Zealand,Tonga-Kermadec Volcanic Regions,Taupo Volcanic Zone,Composite,Stratovolcano(es),,,-38.98,175.7,1327,,Subduction zone / Continental crust (>25 km)
241821,Rungapapa Knoll,New Zealand,Tonga-Kermadec Volcanic Regions,Taupo Volcanic Zone,Minor,Cone,,,-37.547,176.98,0,,Subduction zone / Continental crust (>25 km)
241822,Te Kawa,New Zealand,Tonga-Kermadec Volcanic Regions,Northland Volcanic Province,Minor,Cone,,,-38.079,175.295,203,,Subduction zone / Continental crust (>25 km)
241823,Maungatautari,New Zealand,Tonga-Kermadec Volcanic Regions,Taupo Volcanic Zone,Composite,Stratovolcano,,,-38.019,175.576,793,,Subduction zone / Continental crust (>25 km)
241824,Tauranga Volcanic Centre,New Zealand,Tonga-Kermadec Volcanic Regions,Taupo Volcanic Zone,Cluster,Volcanic field,,,-37.833,176.1,200,,Unknown
242031,Hinetapeka,New Zealand,Tonga-Kermadec Volcanic Regions,Northern Kermadec Volcanic Arc,Composite,Stratovolcano,,,-28.831,-177.826,-140,,
242032,Volcano OP,New Zealand,Tonga-Kermadec Volcanic Regions,Northern Kermadec Volcanic Arc,Composite,Stratovolcano,,,-28.218,-177.692,-875,,
242040,Putoto,New Zealand,Tonga-Kermadec Volcanic Regions,Northern Kermadec Volcanic Arc,Composite,Stratovolcano,,,-27.857,-177.621,-260,,
242041,Volcano Q,New Zealand,Tonga-Kermadec Volcanic Regions,Northern Kermadec Volcanic Arc,Composite,Stratovolcano,,,-27.468,-177.506,-1200,,
242042,Gamble,New Zealand,Tonga-Kermadec Volcanic Regions,Northern Kermadec Volcanic Arc,Composite,Stratovolcano,,,-27.2,-177.41,-900,,
242043,Rakahore,New Zealand,Tonga-Kermadec Volcanic Regions,Northern Kermadec Volcanic Arc,Composite,Stratovolcano,,,-26.81,-177.4,-640,,
242044,Hinepuia,New Zealand,Tonga-Kermadec Volcanic Regions,Northern Kermadec Volcanic Arc,Composite,Stratovolcano,,,-26.39,-177.26,-850,,
243002,Unnamed,Tonga,Tonga-Kermadec Volcanic Regions,Northern Kermadec Volcanic Arc,Composite,Stratovolcano,,,-25.15,-177.18,-905,,Subduction zone / Oceanic crust (< 15 km)
243003,Unnamed,Tonga,Tonga-Kermadec Volcanic Regions,Northern Kermadec Volcanic Arc,Composite,Stratovolcano,,,-25.418,-177.103,-156,,Subduction zone / Oceanic crust (< 15 km)
243004,Unnamed,Tonga,Tonga-Kermadec Volcanic Regions,Northern Kermadec Volcanic Arc,Composite,Stratovolcano,,,-24.58,-176.924,-552,,Subduction zone / Oceanic crust (< 15 km)
243005,Unnamed,Tonga,Tonga-Kermadec Volcanic Regions,Northern Kermadec Volcanic Arc,Composite,Stratovolcano,,,-24.475,-176.923,-316,,Subduction zone / Oceanic crust (< 15 km)
243006,Unnamed,Tonga,Tonga-Kermadec Volcanic Regions,Northern Kermadec Volcanic Arc,Composite,Stratovolcano,,,-24.178,-176.887,-704,,Subduction zone / Oceanic crust (< 15 km)
243007,Unnamed,Tonga,Tonga-Kermadec Volcanic Regions,Northern Kermadec Volcanic Arc,Composite,Stratovolcano,,,-23.878,-176.788,-1114,,Subduction zone / Oceanic crust (< 15 km)
243008,Unnamed,Tonga,Tonga-Kermadec Volcanic Regions,Northern Kermadec Volcanic Arc,Composite,Stratovolcano,,,-23.581,-176.663,-508,,Subduction zone / Oceanic crust (< 15 km)
243009,Unnamed,Tonga,Tonga-Kermadec Volcanic Regions,Tofua Volcanic Arc,Composite,Stratovolcano,,,-21.804,-175.941,-800,,Subduction zone / Oceanic crust (< 15 km)
243012,Unnamed,Tonga,Tonga-Kermadec Volcanic Regions,Tofua Volcanic Arc,Composite,Stratovolcano,,,-22.061,-176.21,-500,,Subduction zone / Oceanic crust (< 15 km)
243013,Unnamed,Tonga,Tonga-Kermadec Volcanic Regions,Tofua Volcanic Arc,Composite,Stratovolcano,,,-22.096,-176,-173,,Subduction zone / Oceanic crust (< 15 km)
243014,Unnamed,Tonga,Tonga-Kermadec Volcanic Regions,Tofua Volcanic Arc,Composite,Stratovolcano,,,-22.219,-176.124,-497,,Subduction zone / Oceanic crust (< 15 km)
243015,Ata Volcanic Complex,Tonga,Tonga-Kermadec Volcanic Regions,Tofua Volcanic Arc,Unknown,Unknown,,,-22.337,-176.21,274,,Subduction zone / Oceanic crust (< 15 km)
243016,Unnamed,Tonga,Tonga-Kermadec Volcanic Regions,Tofua Volcanic Arc,Composite,Stratovolcano,,,-22.459,-176.351,-820,,Subduction zone / Oceanic crust (< 15 km)
243017,Unnamed,Tonga,Tonga-Kermadec Volcanic Regions,Tofua Volcanic Arc,Composite,Stratovolcano,,,-22.632,-176.399,-229,,Subduction zone / Oceanic crust (< 15 km)
243018,Unnamed,Tonga,Tonga-Kermadec Volcanic Regions,Tofua Volcanic Arc,Composite,Stratovolcano,,,-22.846,-176.43,-39,,Subduction zone / Oceanic crust (< 15 km)
243019,Unnamed,Tonga,Tonga-Kermadec Volcanic Regions,Tofua Volcanic Arc,Composite,Stratovolcano,,,-22.981,-176.387,-962,,Subduction zone / Oceanic crust (< 15 km)
243055,Feinga Seamount,Tonga,Tonga-Kermadec Volcanic Regions,Tofua Volcanic Arc,Composite,Complex,,,-20.154,-175.163,-393,,Subduction zone / Oceanic crust (< 15 km)
243065,Unnamed,Tonga,Tonga-Kermadec Volcanic Regions,Tofua Volcanic Arc,Composite,Stratovolcano,,,-19.438,-174.952,-331,,Subduction zone / Oceanic crust (< 15 km)
243095,Toku,Tonga,Tonga-Kermadec Volcanic Regions,Tofua Volcanic Arc,Composite,Stratovolcano,,,-18.163,-174.181,21,,Subduction zone / Oceanic crust (< 15 km)
243103,Niuatoputapu,Tonga,Tonga-Kermadec Volcanic Regions,Tofua Volcanic Arc,Composite,Stratovolcano,,,-15.956,-173.782,141,,Subduction zone / Oceanic crust (< 15 km)
243104,Unnamed,Tonga,Tonga-Kermadec Volcanic Regions,Tofua Volcanic Arc,Composite,Stratovolcano,,,-16.2,-173.92,-269,,Subduction zone / Oceanic crust (< 15 km)
243105,Unnamed,Tonga,Tonga-Kermadec Volcanic Regions,Tofua Volcanic Arc,Composite,Stratovolcano,,,-16.655,-173.773,-12,,Subduction zone / Oceanic crust (< 15 km)
243106,Unnamed,Tonga,Tonga-Kermadec Volcanic Regions,Tofua Volcanic Arc,Composite,Stratovolcano,,,-16.968,-173.848,-39,,Subduction zone / Oceanic crust (< 15 km)
243107,Unnamed,Tonga,Tonga-Kermadec Volcanic Regions,Tofua Volcanic Arc,Composite,Stratovolcano,,,-17.231,-173.962,-95,,Subduction zone / Oceanic crust (< 15 km)
243108,Unnamed,Tonga,Tonga-Kermadec Volcanic Regions,Tofua Volcanic Arc,Composite,Stratovolcano,,,-17.551,-174.154,-53,,Subduction zone / Oceanic crust (< 15 km)
243109,Unnamed,Tonga,Tonga-Kermadec Volcanic Regions,Tofua Volcanic Arc,Composite,Stratovolcano,,,-17.842,-174.197,-226,,Subduction zone / Oceanic crust (< 15 km)
243131,East Mata,Tonga,Tonga-Kermadec Volcanic Regions,Northeast Lau Basin Volcano Group,Composite,Compound,,,-15.102,-173.677,-1286,,Subduction zone / Oceanic crust (< 15 km)
243132,Northern Matas,Tonga,Tonga-Kermadec Volcanic Regions,Northeast Lau Basin Volcano Group,Cluster,Volcanic field,,,-15.005,-173.793,-1855,,Subduction zone / Oceanic crust (< 15 km)
243150,Niua Volcanic Complex,Tonga,Tonga-Kermadec Volcanic Regions,Northeast Lau Basin Volcano Group,Composite,Complex,,,-15.122,-173.549,-677,,Subduction zone / Oceanic crust (< 15 km)
244011,Northeast Bank,United States,Southern Pacific Volcanic Regions,Samoan Hotspot Volcano Group,Composite,Stratovolcano,,,-14.061,-170.084,-57,,Intraplate / Oceanic crust (< 15 km)
244012,Soso,United States,Southern Pacific Volcanic Regions,Samoan Hotspot Volcano Group,Composite,Stratovolcano,,,-13.764,-170.235,-1814,,Intraplate / Oceanic crust (< 15 km)
244013,Tamai,United States,Southern Pacific Volcanic Regions,Samoan Hotspot Volcano Group,Composite,Stratovolcano,,,-13.746,-170.543,-2665,,Intraplate / Oceanic crust (< 15 km)
244022,Tulaga,United States,Southern Pacific Volcanic Regions,Samoan Hotspot Volcano Group,Unknown,,,,-14.518,-170.024,-79,,Intraplate / Oceanic crust (< 15 km)
244023,Malutut,United States,Southern Pacific Volcanic Regions,Samoan Hotspot Volcano Group,Composite,Stratovolcano,,,-14.371,-170.174,-515,,Intraplate / Oceanic crust (< 15 km)
244035,Tisa,United States,Southern Pacific Volcanic Regions,Samoan Hotspot Volcano Group,Composite,Stratovolcano,,,-14.407,-171.221,-883,,Intraplate / Oceanic crust (< 15 km)
244050,Wallis Islands,France,Southern Pacific Volcanic Regions,Vitiaz Lineament Volcano Group,Shield,Shield(s),,,-13.275,-176.206,146,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km)
245020,Koro,Fiji,Southwest Pacific Volcanic Regions,Fiji Volcanic Arc,Composite,Pyroclastic cone(s),,,-17.32,179.4,522,Basalt / Picro-Basalt,Subduction zone / Crustal thickness unknown
245800,Nairai,Fiji,Southwest Pacific Volcanic Regions,Fiji Volcanic Arc,Composite,Complex,,,-17.8,179.42,335,,Subduction zone / Crustal thickness unknown
245801,Waikama,Fiji,Southwest Pacific Volcanic Regions,Fiji Volcanic Arc,Composite,Complex,,,-18.02,179.3,760,,Subduction zone / Crustal thickness unknown
245802,Mago,Fiji,Tonga-Kermadec Volcanic Regions,Lau Ridge Volcano Group,Minor,Pyroclastic cone(s),,,-17.45,-179.15,0,,Intraplate / Oceanic crust (< 15 km)
245803,Katafaga,Fiji,Tonga-Kermadec Volcanic Regions,Lau Ridge Volcano Group,Unknown,Unknown,,,-17.52,-178.72,0,,Intraplate / Oceanic crust (< 15 km)
245804,Kabara,Fiji,Tonga-Kermadec Volcanic Regions,Lau Ridge Volcano Group,Unknown,Unknown,,,-18.95,-178.95,0,,Intraplate / Oceanic crust (< 15 km)
250020,Baluan,Papua New Guinea,Southwest Pacific Volcanic Regions,Bismarck Sea Volcanic Back-Arc,Composite,Stratovolcano,,,-2.5578,147.285,246,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
251800,Vokeo,Papua New Guinea,Southwest Pacific Volcanic Regions,Bismarck Volcanic Arc,Composite,Stratovolcano,,,-3.2,144.1,609,,Subduction zone / Continental crust (>25 km)
251801,Viai,Papua New Guinea,Southwest Pacific Volcanic Regions,Bismarck Volcanic Arc,Composite,Stratovolcano,,,-3.39,144.404,58,,Subduction zone / Continental crust (>25 km)
251802,Bagabag,Papua New Guinea,Southwest Pacific Volcanic Regions,Bismarck Volcanic Arc,Composite,Stratovolcano,,,-4.78,146.23,692,,Subduction zone / Continental crust (>25 km)
251803,Crown Island,Papua New Guinea,Southwest Pacific Volcanic Regions,Bismarck Volcanic Arc,Composite,Stratovolcano,,,-5.117,146.952,298,,Subduction zone / Continental crust (>25 km)
251804,Tolokiwa,Papua New Guinea,Southwest Pacific Volcanic Regions,Bismarck Volcanic Arc,Composite,Stratovolcano,,,-5.32,147.58,1372,,Subduction zone / Continental crust (>25 km)
251805,Koil,Papua New Guinea,Southwest Pacific Volcanic Regions,Bismarck Volcanic Arc,Composite,Stratovolcano,,,-3.356,144.208,0,,Subduction zone / Continental crust (>25 km)
252021,Mundua,Papua New Guinea,Southwest Pacific Volcanic Regions,Bismarck Volcanic Arc,Composite,Complex,,,-4.624,149.339,171,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
252030,Garove,Papua New Guinea,Southwest Pacific Volcanic Regions,Bismarck Volcanic Arc,Composite,Stratovolcano,,,-4.687,149.511,368,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
252800,Tangi,Papua New Guinea,Southwest Pacific Volcanic Regions,Bismarck Volcanic Arc,Composite,Stratovolcano,,,-5.67,148.4,1524,,Subduction zone / Continental crust (>25 km)
